0801,7000,2004
0801,7001,2008
0801,73ff,3000
0801,7400,3004
0801,7401,3008
0801,7eff,5fe6
0801,7f00,4004
0801,7f01,4044
080e,8218,a116
0822,8436,a0b0
082b,1f6d,0804
0846,edfe,f6a8
0849,afa4,f39f
0852,3fb6,0848
0880,4968,0b25
0888,c620,f4ad
08a1,c28a,f7be
08ab,bc2e,f638
08ae,5587,0e4b
08cb,4690,0ac2
08d2,33e5,09fe
08e1,3be3,0840
08e6,33a1,0a02
08fb,b958,f4f3
08ff,33d0,0a2f
0900,cbc8,f5af
0908,7246,2f90
0908,f545,f7c5
092c,b92b,f49f
0940,48b4,0c0d
0945,a8fd,f06d
094a,17e0,093f
095b,f0a5,f714
0971,1232,0aef
0974,5889,105c
097e,d0d3,f6a7
0982,c2aa,f6f4
0983,b11f,f2af
0984,81da,b364
0989,a183,ed75
098a,23c9,0ad9
09a9,5223,0e6a
09bd,1715,0968
09c2,666a,1a5f
09cf,1c82,088a
09e0,6e16,24b0
09e1,6064,1454
0a07,560c,104e
0a1e,632c,188a
0a1f,cc92,f492
0a63,aeaa,f115
0a67,3c82,09b4
0a6b,2662,087d
0a70,e588,f7ca
0a78,84ce,9dab
0a8d,6f0c,28a4
0a95,9e58,e81d
0aaa,1da8,09b0
0aad,d251,f5cf
0abd,e66c,f7f8
0ac9,f587,f683
0b0c,34f1,089c
0b10,1b3e,08f6
0b1f,17be,0b01
0b3f,d2b7,f55f
0b4e,e113,f530
0b56,a4e2,eb92
0b77,3249,0843
0b7c,0953,08fb
0b7f,8114,9a2e
0ba0,c407,f556
0bae,bc90,f356
0bbc,1a50,08fc
0bbd,1738,0b5c
0bd5,11fa,08e2
0bdb,d20c,f4a6
0be6,97e5,e000
0bef,f84d,f4aa
0bf8,56e8,1368
0bff,07ff,0bfd
0bff,0800,0bff
0bff,0801,0800
0bff,0bff,0bfe
0bff,0c00,0bff
0bff,0c01,0800
0bff,0fff,0bfe
0bff,1000,0bff
0bff,1001,0bff
0bff,17ff,0bfe
0bff,1800,0bff
0bff,1801,0bff
0bff,1fff,0bfe
0bff,2000,0bff
0bff,2001,0bff
0bff,2fff,0bfe
0bff,3000,0bff
0bff,3001,0bff
0bff,3fff,0bfe
0bff,4000,0bff
0bff,4001,0bff
0bff,4fff,0ffe
0bff,5000,0fff
0bff,5001,0fff
0bff,5fff,17fd
0bff,6000,17fe
0bff,6001,17ff
0bff,67ff,1ffd
0bff,6800,1ffe
0bff,6801,1fff
0bff,6fff,2ffa
0bff,7000,2ffc
0bff,7001,3000
0bff,73ff,3ff8
0bff,7400,3ffc
0bff,7401,4000
0bff,7eff,67ee
0bff,7f00,4ffc
0bff,7f01,503c
0c00,07ff,0bfe
0c00,0800,0800
0c00,0801,0801
0c00,0bff,0bff
0c00,0c00,0800
0c00,0c01,0801
0c00,0fff,0bff
0c00,1000,0800
0c00,1001,0800
0c00,17ff,0bff
0c00,1800,0800
0c00,1801,0800
0c00,1fff,0bff
0c00,2000,0800
0c00,2001,0800
0c00,2fff,0bff
0c00,3000,0800
0c00,3001,0800
0c00,3fff,0bff
0c00,4000,0c00
0c00,4001,0c00
0c00,4fff,0fff
0c00,5000,1000
0c00,5001,1000
0c00,5fff,17ff
0c00,6000,1800
0c00,6001,1801
0c00,67ff,1fff
0c00,6800,2000
0c00,6801,2002
0c00,6fff,2ffe
0c00,7000,3000
0c00,7001,3004
0c00,73ff,3ffc
0c00,7400,4000
0c00,7401,4004
0c00,7eff,67f0
0c00,7f00,5000
0c00,7f01,5040
0c01,07ff,0bff
0c01,0800,0801
0c01,0801,0802
0c01,0bff,0800
0c01,0c00,0801
0c01,0c01,0802
0c01,0fff,0800
0c01,1000,0801
0c01,1001,0801
0c01,17ff,0800
0c01,1800,0801
0c01,1801,0801
0c01,1fff,0800
0c01,2000,0801
0c01,2001,0801
0c01,2fff,0800
0c01,3000,0801
0c01,3001,0801
0c01,3fff,0c00
0c01,4000,0c01
0c01,4001,0c01
0c01,4fff,1001
0c01,5000,1002
0c01,5001,1002
0c01,5fff,1801
0c01,6000,1802
0c01,6001,1803
0c01,67ff,2002
0c01,6800,2004
0c01,6801,2006
0c01,6fff,3002
0c01,7000,3004
0c01,7001,3008
0c01,73ff,4000
0c01,7400,4004
0c01,7401,4008
0c01,7eff,67f3
0c01,7f00,5004
0c01,7f01,5044
0c0c,0a59,0a6c
0c1b,b964,f233
0c29,0d0b,093e
0c5b,e121,f7f4
0c74,985d,de98
0c8a,5bfd,17e0
0cae,e709,f6c2
0cb9,26dc,0abf
0cbb,790f,5cee
0cc5,e0c4,f776
0cd1,6d6b,3028
0cd6,1855,0909
0cd7,ba55,f173
0ce7,284e,0b72
0d05,1d86,083e
0d1e,3efe,0cf4
0d2b,68b6,2682
0d39,59e9,1874
0d4a,9880,db82
0d4d,6af1,2cfe
0d71,94cc,d186
0d79,620c,1dbe
0d93,316b,0a11
0dab,019e,0aff
0dd9,c036,f231
0ddf,f599,f74e
0e03,b705,ee9e
0e17,5f69,1bf4
0e33,d753,f739
0e3a,b11c,ebfb
0e42,926b,cac2
0e52,1272,0820
0e60,884c,a774
0e6b,3a55,0d47
0e84,e06d,f5a9
0e8f,7718,5742
0e9a,77ea,5a1e
0e9d,cb61,f3be
0e9e,8795,a000
0eaf,388b,0d20
0ecf,81b1,9cfe
0edf,0c90,0bd6
0ee2,597d,1af6
0eea,4535,1129
0ef6,27ff,0938
0ef6,655e,2742
0f1d,ee14,f797
0f23,d404,f5c3
0f28,9667,ced6
0f35,d588,f60a
0f3c,9aec,d85a
0f4b,49de,13ca
0f4f,ad0f,e75a
0f50,7710,59d2
0f53,07ff,0b51
0f6b,2c46,0a8d
0f6f,6472,2720
0f78,9d23,dbb8
0f7f,e030,f498
0f83,53fc,1961
0f85,8fbd,bffc
0fa6,23c7,08b9
0fa6,6604,2acc
0fa7,a3f3,e297
0faf,fd65,f5d6
0fb2,5dd8,1e5a
0fbc,7329,4bb0
0fcb,bce4,eeb2
0fdb,6489,289e
0ff4,52ed,1967
0fff,07ff,0bfd
0fff,0800,0bff
0fff,0801,0800
0fff,0bff,0bfe
0fff,0c00,0bff
0fff,0c01,0800
0fff,0fff,0bfe
0fff,1000,0bff
0fff,1001,0bff
0fff,17ff,0bfe
0fff,1800,0bff
0fff,1801,0bff
0fff,1fff,0bfe
0fff,2000,0bff
0fff,2001,0bff
0fff,2fff,0bfe
0fff,3000,0bff
0fff,3001,0bff
0fff,30bf,0c2e
0fff,3fff,0ffe
0fff,4000,0fff
0fff,4001,0fff
0fff,4fff,17fd
0fff,5000,17fe
0fff,5001,17fe
0fff,5fff,1ffd
0fff,6000,1ffe
0fff,6001,1fff
0fff,67ff,2ffa
0fff,6800,2ffc
0fff,6801,2ffe
0fff,6fff,3ffa
0fff,7000,3ffc
0fff,7001,4000
0fff,73ff,4ff8
0fff,7400,4ffc
0fff,7401,5000
0fff,7eff,6fee
0fff,7f00,5ffc
0fff,7f01,601e
1000,0000,0000
1000,0100,0800
1000,0200,0800
1000,07ff,0bfe
1000,0800,0800
1000,0801,0801
1000,0bff,0bff
1000,0c00,0800
1000,0c01,0801
1000,0fff,0bff
1000,1000,0800
1000,1001,0800
1000,17ff,0bff
1000,1800,0800
1000,1801,0800
1000,1fff,0bff
1000,2000,0800
1000,2001,0800
1000,2800,0a00
1000,2fff,0bff
1000,3000,0c00
1000,3001,0c00
1000,3800,0e00
1000,3c00,0f00
1000,3fff,0fff
1000,4000,1000
1000,4001,1000
1000,4400,1200
1000,4800,1400
1000,4fff,17ff
1000,5000,1800
1000,5001,1800
1000,5800,1c00
1000,5fff,1fff
1000,6000,2000
1000,6001,2002
1000,67ff,2ffe
1000,6800,3000
1000,6801,3002
1000,6fff,3ffe
1000,7000,4000
1000,7001,4004
1000,73ff,4ffc
1000,7400,5000
1000,7401,5004
1000,7800,6000
1000,7eff,6ff0
1000,7f00,6000
1000,7f01,6020
1000,8000,8000
1000,b000,e800
1000,b800,ec00
1000,c000,f000
1000,d000,f400
1001,07ff,0bfe
1001,0800,0800
1001,0801,0801
1001,0bff,0bff
1001,0c00,0800
1001,0c01,0801
1001,0fff,0bff
1001,1000,0800
1001,1001,0801
1001,17ff,0800
1001,1800,0800
1001,1801,0801
1001,1fff,0800
1001,2000,0800
1001,2001,0800
1001,2fff,0c00
1001,3000,0c00
1001,3001,0c00
1001,3fff,1000
1001,4000,1001
1001,4001,1001
1001,4fff,1800
1001,5000,1801
1001,5001,1801
1001,5fff,2000
1001,6000,2002
1001,6001,2004
1001,67ff,3000
1001,6800,3002
1001,6801,3004
1001,6fff,4000
1001,7000,4002
1001,7001,4006
1001,73ff,4ffe
1001,7400,5002
1001,7401,5006
1001,7eff,6ff1
1001,7f00,6001
1001,7f01,6021
1030,fd8d,f612
1058,3a63,0ee1
105c,319c,0c99
1065,c96a,f214
106a,520b,197c
1072,7c81,64b3
1092,d9ac,f606
1093,b0ce,e7a5
109b,d09d,f3c8
10a0,152d,0b1a
10ae,dc5d,f6ad
10b2,3515,0dba
10d4,72ce,4e08
10da,7ecc,6e1b
10e2,5764,1cfc
10e6,7308,4f48
10e8,b093,e742
10e9,0622,08c0
1108,be21,edeb
110d,3045,0c99
1113,d98b,f5a3
1129,fe3b,f4f4
1135,73ef,5242
1142,b633,e913
1145,f1b3,f4b4
1151,d4c3,f413
1153,325d,0d59
1163,f87f,f7e4
1168,c3c7,efb5
116c,ede2,f60b
1177,2b72,0c0f
1195,d90b,f521
11a3,48ce,16f0
11b3,d0d5,f347
11b8,ea6e,f7e1
11cb,4377,13e9
11d4,24b2,0a5b
11df,15a0,0833
11df,a9b5,e240
11f8,9dc6,d684
11fe,8b19,a782
120b,104c,0935
120b,9ea5,d884
120d,60eb,2668
1212,9bae,d0fc
1212,ce65,f276
122f,722f,4f7c
122f,fc93,f4be
123e,c6e3,eff7
1245,8179,952c
124f,3ef1,11f7
125e,770b,6120
128d,49c4,187e
128e,3a48,10ab
1293,a4cd,de08
12a4,ba7d,e9b3
12a6,7908,6811
12bf,3776,0fe0
12c0,4886,183d
12cd,ed7b,f4e7
12d0,acd7,e30e
12d7,3f4c,129a
12e8,58ae,20d2
12f3,cb2e,f0e1
12f3,ce3a,f1ec
12fd,1d35,0888
1306,e353,f7a3
1331,54a2,1e6e
134a,16c4,0935
134f,c47b,ee47
136a,e78d,f5f9
137a,0a5e,0891
138b,7834,64b7
1398,b124,e4d2
139c,fed6,f44b
13a2,f6ad,f443
13a5,4ff8,1ba2
13d1,6a69,3ec0
13e0,47d6,18d8
13e2,99ce,caec
13ea,227b,0ae1
13ed,73d7,575e
142a,47a2,18fb
142a,709a,4bfc
142d,db20,f40f
1432,cab6,efe3
1446,c3d6,ed33
1449,18ad,0aa9
1456,5c8d,2602
145c,689a,3a92
1476,3e1f,13ba
1481,5c64,262e
1494,fedc,f7f9
14a1,8f8f,b3f6
14b0,2731,0c98
14b3,65c7,35de
14ba,b932,e6ef
14c8,d69c,f2ee
14eb,9464,bd42
14f1,40d5,159c
1519,1131,0b86
1525,add2,e111
1528,9ea5,d13c
153e,b7af,e5f1
154c,2d3a,0e12
1550,06ca,08a4
1551,3325,0ff7
1570,2a66,0d8a
1579,3bfa,13c7
159a,bd2e,e801
15bd,b7fc,e5b1
15c3,91d4,b7a0
15c4,c640,eced
15c6,2975,0d7a
15ed,00ec,09df
1600,2f7e,0ee3
1600,b286,e31b
1605,d9e3,f329
1615,e058,f51d
1615,efa6,f4a7
1616,4569,196c
161c,93ad,ba44
161d,952a,bce4
1620,d971,f306
1636,0901,0871
1639,6fb2,4be6
1644,c12b,ea42
1650,6701,3ad6
1662,9bda,ca2a
166f,3e7a,15bf
1673,12f5,08f2
167c,19f7,0882
16b2,ace3,de74
16b9,bde1,e7ab
16bf,91b7,b5ac
16d9,c621,ec00
16e3,7b66,7252
16fe,025e,091f
16ff,f596,f5fe
1711,40dd,17e0
172f,2f39,0f68
172f,8f28,ad9e
172f,c543,eb51
1737,ad97,de80
1747,bfa4,e862
1752,e160,f500
1784,fcd6,f77d
178a,cb03,edd0
1796,8df9,a884
17a7,531b,22ae
17ac,d949,f271
17b0,a346,d3d6
17be,362b,12e7
17d7,9d4b,cace
17e1,9346,b6be
17e3,d55d,f164
17e9,4e01,1eea
17f0,e7d6,f7f0
17fe,c6d5,eb6d
17ff,07ff,0bfd
17ff,0800,0bff
17ff,0801,0800
17ff,0bff,0bfe
17ff,0c00,0bff
17ff,0c01,0800
17ff,0fff,0bfe
17ff,1000,0bff
17ff,1001,0800
17ff,17ff,0bff
17ff,1800,0bff
17ff,1801,0800
17ff,1fff,0bff
17ff,2000,0bff
17ff,2001,0bff
17ff,2fff,0fff
17ff,3000,0fff
17ff,3001,0fff
17ff,3fff,17fe
17ff,4000,17ff
17ff,4001,17ff
17ff,4fff,1ffe
17ff,5000,1fff
17ff,5001,1fff
17ff,5fff,2ffc
17ff,6000,2ffe
17ff,6001,3000
17ff,67ff,3ffc
17ff,6800,3ffe
17ff,6801,4000
17ff,6fff,4ffc
17ff,7000,4ffe
17ff,7001,5002
17ff,73ff,5ffa
17ff,7400,5ffe
17ff,7401,6001
17ff,7eff,73f7
17ff,7f00,67ff
17ff,7f01,681f
1800,07ff,0bfe
1800,0800,0800
1800,0801,0801
1800,0bff,0bff
1800,0c00,0800
1800,0c01,0801
1800,0fff,0bff
1800,1000,0800
1800,1001,0800
1800,17ff,0bff
1800,1800,0800
1800,1801,0800
1800,1fff,0bff
1800,2000,0c00
1800,2001,0c00
1800,2fff,0fff
1800,3000,1000
1800,3001,1000
1800,3fff,17ff
1800,4000,1800
1800,4001,1800
1800,4fff,1fff
1800,5000,2000
1800,5001,2000
1800,5fff,2ffe
1800,6000,3000
1800,6001,3002
1800,67ff,3ffe
1800,6800,4000
1800,6801,4002
1800,6fff,4ffe
1800,7000,5000
1800,7001,5004
1800,73ff,5ffc
1800,7400,6000
1800,7401,6002
1800,7eff,73f8
1800,7f00,6800
1800,7f01,6820
1801,07ff,0bfe
1801,0800,0800
1801,0801,0801
1801,0bff,0bff
1801,0c00,0800
1801,0c01,0801
1801,0fff,0bff
1801,1000,0800
1801,1001,0801
1801,17ff,0800
1801,1800,0800
1801,1801,0801
1801,1fff,0c00
1801,2000,0c00
1801,2001,0c00
1801,2fff,1000
1801,3000,1001
1801,3001,1001
1801,3fff,1800
1801,4000,1801
1801,4001,1801
1801,4fff,2000
1801,5000,2002
1801,5001,2002
1801,5fff,3000
1801,6000,3002
1801,6001,3004
1801,67ff,4000
1801,6800,4002
1801,6801,4004
1801,6fff,5000
1801,7000,5002
1801,7001,5006
1801,73ff,5ffe
1801,7400,6001
1801,7401,6003
1801,7eff,73f8
1801,7f00,6801
1801,7f01,6821
183d,a65c,d59a
1853,b163,e014
1855,784f,699e
185e,e8f1,f421
1861,928c,b3d2
187e,744e,6123
188a,b094,df3c
18b7,de7c,f33b
18c8,d01a,ef40
18ce,15e7,0ba6
18cf,0771,0b94
18de,c866,eaec
18e3,4ff7,21c0
18ea,48b7,1dc4
18f1,e275,f46f
190b,3ccf,1823
1910,371a,1515
1927,e2e6,f482
1929,32ae,12b1
1947,290f,0f43
194b,b0be,ddda
194c,08eb,09b7
1955,9e71,c9b4
1957,7c7c,6ddd
1958,4ca3,20b8
195a,8e62,a5be
195c,238b,0db6
1988,f4bf,f7ae
1998,b5bc,e041
199e,5db9,31dc
199e,5f3b,32c4
19b5,8ff4,ac5c
19c7,c1c5,e6c4
19dd,da45,f14e
19e7,c39a,e737
19fb,427e,1b88
1a11,24e7,0e92
1a11,e104,f34a
1a16,9f34,c9d2
1a18,686d,4542
1a3e,181f,0932
1a40,56c9,2d30
1a44,27c8,0fa1
1a52,79e3,7103
1a57,d7b8,f028
1a5f,5d89,3324
1a79,d1de,ee24
1a93,d39c,ee9f
1a9a,ec84,f464
1ab4,6894,46f4
1ac3,f63a,f43c
1ac6,ab40,d410
1ac7,45ed,1ec4
1aca,6c38,507a
1ad3,5fd6,3588
1ad5,5a2a,31b6
1ad5,c264,e5fb
1af0,fc0c,f6a9
1af1,7b09,7426
1b02,f927,f42a
1b05,f0ea,f71f
1b14,d78e,ef8a
1b1f,ba76,e108
1b20,185e,09d1
1b25,1191,0aa9
1b2c,170d,0941
1b4d,1265,0b57
1b4e,da18,f043
1b53,0d4d,0b80
1b55,4f45,2624
1b62,89d0,9733
1b6a,e921,f6b3
1b74,fc0d,f66c
1b7d,9369,adec
1ba1,a2b4,cab6
1bb0,b1ee,da0a
1bbd,14ae,08a6
1bc7,ec5e,f7b8
1be8,d0a8,ec57
1bec,a4cc,cbbc
1bfe,86da,8f48
1c17,6711,46c4
1c63,1b7c,0c72
1c6a,c290,e495
1c70,8217,8a10
1c8d,4b86,2596
1c9c,84e8,8b20
1c9c,b78e,dcbe
1ca1,11a5,0b9c
1cac,2d4f,139a
1caf,a791,cca4
1cb7,1730,0a08
1cb7,aa4b,cec2
1cda,921b,a9ae
1ceb,99c9,b90c
1cf3,41d4,1e6d
1d07,bf4d,e269
1d0f,0c18,0aae
1d14,6071,3b98
1d1c,d0da,eb3e
1d1d,1ffa,0e8c
1d1d,a6e4,cb6c
1d34,16fa,0a2d
1d36,7bf5,7688
1d3c,6ce8,5558
1d4a,170d,0a40
1d53,465a,229c
1d87,63db,440a
1d8b,bf29,e1c0
1db0,84d3,8a92
1dbc,eef2,f43b
1dd2,a75a,cab6
1e06,19e2,0c54
1e3f,74cc,688a
1e44,fa06,f4e9
1e58,e3d0,f28a
1e59,4135,1f6d
1e59,a7ea,ca68
1e5a,6526,4796
1e6e,47fe,25a2
1e6f,5fca,3cac
1e72,a730,c99a
1e81,aafd,ccf6
1e8d,932a,a8a8
1e91,464a,244a
1eb8,1264,08c7
1ec3,d9ab,edb4
1ec7,c5a8,e3d6
1ed4,f6e0,f741
1ee0,966f,ae38
1eec,ac94,cde4
1f10,fde4,f7d3
1f1d,78de,716a
1f2a,f8aa,f5ae
1f2b,c7e5,e494
1f30,c451,e2dd
1f41,c2a2,e201
1f50,32b7,18f4
1f6b,1f36,0f54
1f77,e8e8,f4b5
1f84,7314,65ba
1fa7,8a5c,94f7
1faf,e2df,f191
1fbd,003c,0ae2
1fbf,57df,377c
1fc4,5247,3200
1fc5,4205,21c0
1fc7,fce9,f7b4
1fca,e3d8,f201
1fd6,624a,445c
1fde,6d42,5a4a
1ff7,2970,14b0
1ff7,80c7,8c75
1fff,07ff,0bfd
1fff,0800,0bff
1fff,0801,0800
1fff,0bff,0bfe
1fff,0c00,0bff
1fff,0c01,0800
1fff,0fff,0bfe
1fff,1000,0bff
1fff,1001,0800
1fff,17ff,0bff
1fff,1800,0bff
1fff,1801,0c00
1fff,1fff,0fff
1fff,2000,0fff
1fff,2001,0fff
1fff,2fff,17fe
1fff,3000,17ff
1fff,3001,17ff
1fff,3fff,1ffe
1fff,4000,1fff
1fff,4001,1fff
1fff,4fff,2ffc
1fff,5000,2ffe
1fff,5001,2ffe
1fff,5fff,3ffc
1fff,6000,3ffe
1fff,6001,4000
1fff,67ff,4ffc
1fff,6800,4ffe
1fff,6801,5000
1fff,6fff,5ffc
1fff,7000,5ffe
1fff,7001,6001
1fff,73ff,67fd
1fff,7400,67ff
1fff,7401,6801
1fff,7eff,77f7
1fff,7f00,6fff
1fff,7f01,700f
2000,0000,0000
2000,0100,0800
2000,0200,0800
2000,07ff,0bfe
2000,0800,0800
2000,0801,0801
2000,0bff,0bff
2000,0c00,0800
2000,0c01,0801
2000,0fff,0bff
2000,1000,0800
2000,1001,0800
2000,17ff,0bff
2000,1800,0c00
2000,1801,0c00
2000,1fff,0fff
2000,2000,1000
2000,2001,1000
2000,2800,1400
2000,2fff,17ff
2000,3000,1800
2000,3001,1800
2000,3800,1c00
2000,3c00,1e00
2000,3fff,1fff
2000,4000,2000
2000,4001,2000
2000,4400,2400
2000,4800,2800
2000,4fff,2ffe
2000,5000,3000
2000,5001,3000
2000,5800,3800
2000,5fff,3ffe
2000,6000,4000
2000,6001,4002
2000,67ff,4ffe
2000,6800,5000
2000,6801,5002
2000,6fff,5ffe
2000,7000,6000
2000,7001,6002
2000,73ff,67fe
2000,7400,6800
2000,7401,6802
2000,7800,7000
2000,7eff,77f8
2000,7f00,7000
2000,7f01,7010
2000,8000,8000
2000,b000,d000
2000,b800,d800
2000,c000,e000
